genome_id	assembly_id	phylum	class	domain	order	family	genus	species	GTDB_version	completeness	contamination	genome_size	genome_gc	genome_n50	contigs	Release	coding_density
EHM035149	EHA02348	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__Rickettsiales	f__UBA1997	g__	s__	2.3.0	57.72	9.47	804523	0.22	3293	267		0.887
EHM035150	EHA02348	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	51.42	5.31	2127348	0.44	2753	798		0.905
EHM035151	EHA02348	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__P3	g__	s__	2.3.0	53.17	2.44	1479539	0.38	3128	505		0.917
EHM035152	EHA02348	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	98.95	0.63	2188953	0.45	59479	61		0.871
EHM035153	EHA02348	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__	s__	2.3.0	80.76	1.14	2861853	0.55	5638	624		0.914
EHM035154	EHA02348	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__UBA3700	g__	s__	2.3.0	76.67	0.74	1315420	0.33	3116	443		0.887
EHM035155	EHA02348	p__Cyanobacteriota	c__Vampirovibrionia	d__Bacteria	o__Gastranaerophilales	f__RUG14156	g__	s__	2.3.0	56.19	0.52	940656	0.35	2646	364		0.931
EHM035156	EHA02348	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__	s__	2.3.0	92.5	2.11	3254624	0.43	17712	260		0.876
EHM035157	EHA02348	p__Bacillota	c__Bacilli	d__Bacteria	o__Mycoplasmatales	f__Mycoplasmoidaceae	g__Malacoplasma	s__	2.3.0	93.05	0.04	852949	0.25	479716	12		0.907
EHM035158	EHA02340	p__Cyanobacteriota	c__Vampirovibrionia	d__Bacteria	o__Gastranaerophilales	f__Gastranaerophilaceae	g__CAIPUE01	s__	2.3.0	97.72	1.02	1897392	0.37	30683	93		0.899
EHM035159	EHA02340	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Cellulosilyticaceae	g__	s__	2.3.0	70.89	1.65	2289774	0.35	3617	699		0.886
EHM035160	EHA02340	p__Deferribacterota	c__Deferribacteres	d__Bacteria	o__Deferribacterales	f__Mucispirillaceae	g__	s__	2.3.0	94.85	0.39	2334486	0.39	7952	417		0.884
EHM035161	EHA02340	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Anaerorhabdus	s__	2.3.0	98.71	0.55	2112468	0.32	60576	59		0.904
EHM035162	EHA02340	p__Verrucomicrobiota	c__Verrucomicrobiae	d__Bacteria	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__	2.3.0	100	0.06	2323367	0.45	61189	58		0.926
EHM035163	EHA02340	p__Pseudomonadota	c__Gammaproteobacteria	d__Bacteria	o__Enterobacterales_A	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas sobria	2.3.0	99.99	0.11	4481763	0.58	311128	22		0.873
EHM035164	EHA02340	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Dielma	s__	2.3.0	94.26	1.51	3217206	0.36	18104	246		0.887
EHM035165	EHA02340	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Butyricicoccaceae	g__	s__	2.3.0	92.45	0.6	1143633	0.32	6889	205		0.93
EHM035166	EHA02340	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RF32	f__CAG-239	g__	s__	2.3.0	68.84	1.21	1367678	0.4	5140	314		0.876
EHM035167	EHA02340	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	95.52	0.14	3566266	0.41	128732	42		0.911
EHM035168	EHA02340	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	94.88	0.1	3586562	0.42	160316	40		0.895
EHM035169	EHA02340	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	93.49	2.27	2191272	0.51	8298	352		0.885
EHM035170	EHA02340	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Anaerotignaceae	g__Anaerotignum	s__	2.3.0	86.83	0.21	2331559	0.43	16647	198		0.842
EHM035171	EHA02340	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	78.6	0.94	3337918	0.48	5984	693		0.918
EHM035172	EHA02340	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	70.95	1.85	1952770	0.46	4414	502		0.9
EHM035173	EHA02340	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella_A	s__	2.3.0	98.55	0.91	4534648	0.47	39981	204		0.914
EHM035174	EHA02340	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Rikenella	s__	2.3.0	98.05	1.19	2559405	0.51	45922	92		0.864
EHM035175	EHA02340	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__Intestinimonas	s__	2.3.0	89.4	2.7	2726497	0.6	4568	716		0.88
EHM035176	EHA02340	p__Verrucomicrobiota	c__Verrucomicrobiae	d__Bacteria	o__Verrucomicrobiales	f__Akkermansiaceae	g__	s__	2.3.0	84.18	0.75	2087433	0.44	7210	368		0.917
EHM035177	EHA02340	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RF32	f__UBA3637	g__	s__	2.3.0	99.78	0.21	1350756	0.42	163639	14		0.902
EHM035178	EHA02340	p__Bacillota	c__Bacilli	d__Bacteria	o__Mycoplasmatales	f__Mycoplasmoidaceae	g__Mycoplasma_L	s__	2.3.0	90.41	9.28	912330	0.27	29526	55		0.914
EHM035179	EHA02340	p__Bacillota	c__Bacilli	d__Bacteria	o__Mycoplasmatales	f__Mycoplasmoidaceae	g__Mycoplasma_L	s__	2.3.0	72.3	0.56	632577	0.27	21070	47		0.917
EHM035180	EHA02339	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	88.1	0.04	3923944	0.48	43461	120		0.907
EHM035181	EHA02340	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__	s__	2.3.0	81.07	0.79	1152777	0.33	8349	191		0.921
EHM035182	EHA02339	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	90.43	2.9	4006865	0.45	50365	126		0.904
EHM035183	EHA02340	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RF32	f__CAG-239	g__CAJLXD01	s__	2.3.0	76.01	4.53	1473862	0.38	5284	343		0.901
EHM035184	EHA02339	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__14-2	s__	2.3.0	92.89	0.4	3524697	0.42	152785	43		0.904
EHM035185	EHA02340	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides_B	s__	2.3.0	62.25	0.78	2225699	0.41	24168	132		0.892
EHM035186	EHA02339	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__	s__	2.3.0	93.53	0.5	1429770	0.33	12552	162		0.897
EHM035187	EHA02340	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__	g__	s__	2.3.0	95.2	0.78	2933998	0.37	21299	195		0.88
EHM035188	EHA02339	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__	s__	2.3.0	97.53	0.96	2941987	0.52	8029	495		0.886
EHM035189	EHA02340	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__	s__	2.3.0	93.51	2.79	3190694	0.54	22097	219		0.908
EHM035190	EHA02339	p__Pseudomonadota	c__Gammaproteobacteria	d__Bacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Scandinavium	s__Scandinavium goeteborgense	2.3.0	50.45	2.25	1451483	0.55	2079	681		0.893
EHM035191	EHA02340	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__	s__	2.3.0	82.93	1.24	2270289	0.53	18855	169		0.904
EHM035192	EHA02339	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RF32	f__CAG-239	g__CAZU01	s__	2.3.0	72.3	2.66	1152371	0.4	3840	335		0.9
EHM035193	EHA02340	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	73.33	0.61	3202528	0.44	54264	90		0.908
EHM035194	EHA02339	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Angelakisella	s__	2.3.0	69.05	1.19	1755376	0.55	2966	616		0.89
EHM035195	EHA02340	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides_B	s__	2.3.0	57.25	5.32	2515868	0.39	6808	395		0.89
EHM035196	EHA02339	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__	s__	2.3.0	52.19	1.28	1329496	0.48	2858	493		0.892
EHM035197	EHA02340	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__	s__	2.3.0	52.28	7.45	3250917	0.5	3038	1072		0.883
EHM035198	EHA02339	p__Bacillota	c__Bacilli	d__Bacteria	o__Mycoplasmatales	f__Mycoplasmoidaceae	g__Mycoplasma_L	s__	2.3.0	91.65	0.12	1159646	0.27	55850	63		0.906
EHM035199	EHA02340	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	80.8	0.79	1913206	0.47	6504	366		0.909
EHM035200	EHA02339	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Dielma	s__	2.3.0	97.33	3.29	3259716	0.36	41407	122		0.885
EHM035201	EHA02340	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	53.01	1.32	2344642	0.5	5122	522		0.925
EHM035202	EHA02340	p__Bacillota	c__Bacilli	d__Bacteria	o__Mycoplasmatales	f__Mycoplasmoidaceae	g__Mycoplasma_L	s__	2.3.0	53.47	0.53	564852	0.27	3216	186		0.89
EHM035203	EHA02340	p__Bacillota_B	c__Peptococcia	d__Bacteria	o__Peptococcales	f__Peptococcaceae	g__	s__	2.3.0	72.07	2.57	3502321	0.42	4556	884		0.869
EHM035204	EHA02340	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RF32	f__CAG-239	g__	s__	2.3.0	100	0.31	1750506	0.38	61358	47		0.892
EHM035205	EHA02340	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__JADFUS01	s__	2.3.0	92.57	1.98	2444213	0.39	14511	242		0.936
EHM035206	EHA02339	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__UBA866	s__	2.3.0	97.1	0	2700615	0.36	50730	90		0.863
EHM035207	EHA02340	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	95.49	7.02	5136871	0.48	35531	208		0.905
EHM035208	EHA02339	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	62.3	0.02	1565927	0.46	3725	442		0.869
EHM035209	EHA02340	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	66	2.03	1444579	0.46	2921	519		0.905
EHM035210	EHA02339	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Muribaculaceae	g__HGM05232	s__	2.3.0	93.43	0.91	2849397	0.36	10599	358		0.896
EHM035211	EHA02339	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides_B	s__	2.3.0	95.07	2.65	4545934	0.41	49276	160		0.886
EHM035212	EHA02339	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__	s__	2.3.0	81.71	5.58	2034755	0.45	9694	278		0.855
EHM035213	EHA02339	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__	g__	s__	2.3.0	76.61	0.3	2704724	0.37	20725	189		0.888
EHM035214	EHA02339	p__Cyanobacteriota	c__Vampirovibrionia	d__Bacteria	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Spyradomonas	s__	2.3.0	79.23	4.91	1634308	0.38	11547	191		0.879
EHM035215	EHA02339	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	2.3.0	72.04	1.54	1747194	0.53	6225	353		0.923
EHM035216	EHA02339	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_G	s__	2.3.0	78.3	0.6	2437383	0.41	97967	47		0.883
EHM035217	EHA02339	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	83.39	4.75	3558595	0.47	47145	100		0.909
EHM035218	EHA02339	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	50.98	1.6	1343635	0.46	4749	312		0.903
EHM035219	EHA02339	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RF32	f__UBA3637	g__	s__	2.3.0	99.57	0.48	1387182	0.42	65635	30		0.902
EHM035220	EHA02339	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	70.13	4.01	3202120	0.48	28288	178		0.901
EHM035221	EHA02339	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	94.63	0.45	3935825	0.43	51973	124		0.893
EHM035222	EHA02339	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella_A	s__	2.3.0	96.99	0.15	4040072	0.47	28313	244		0.919
EHM035223	EHA02339	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RF32	f__CAG-239	g__	s__	2.3.0	97.82	0.42	1648722	0.4	36870	69		0.896
EHM035224	EHA02339	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	93.35	0.34	3530794	0.42	149736	32		0.898
EHM035225	EHA02339	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	90.3	1.26	2075544	0.45	29435	113		0.875
EHM035226	EHA02339	p__Verrucomicrobiota	c__Verrucomicrobiae	d__Bacteria	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__	2.3.0	100	0.02	2350264	0.45	105861	40		0.925
EHM035227	EHA02342	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Rikenella	s__	2.3.0	87.2	0.35	2509493	0.51	41355	109		0.866
EHM035228	EHA02342	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	86.74	0.17	2143008	0.42	10768	271		0.9
EHM035229	EHA02342	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__OM05-12	s__	2.3.0	79.05	5.43	3247656	0.41	9552	413		0.898
EHM035230	EHA02342	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	97.9	1.15	3461612	0.38	26177	197		0.891
EHM035231	EHA02342	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	62.38	0.27	1175529	0.43	2870	419		0.911
EHM035232	EHA02342	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__	s__	2.3.0	72.49	1.22	2655575	0.52	3635	801		0.893
EHM035233	EHA02342	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	65.06	1.52	2856625	0.48	3768	839		0.918
EHM035234	EHA02342	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__	g__	s__	2.3.0	93.78	1.04	2955417	0.38	19507	224		0.878
EHM035235	EHA02342	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	88.59	1.7	2190647	0.45	12860	247		0.896
EHM035236	EHA02342	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__UBA866	s__	2.3.0	99.18	0.22	1565967	0.3	235480	17		0.904
EHM035237	EHA02342	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RF32	f__CAG-239	g__	s__	2.3.0	86.47	0.38	1310825	0.36	7987	198		0.914
EHM035238	EHA02342	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	96.77	0	3565188	0.44	98335	64		0.895
EHM035239	EHA02342	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__	s__	2.3.0	67.48	1.72	2412558	0.43	4887	568		0.884
EHM035240	EHA02342	p__Verrucomicrobiota	c__Verrucomicrobiae	d__Bacteria	o__Verrucomicrobiales	f__Akkermansiaceae	g__	s__	2.3.0	86.67	3.94	2933398	0.49	7228	499		0.911
EHM035241	EHA02342	p__Cyanobacteriota	c__Vampirovibrionia	d__Bacteria	o__Gastranaerophilales	f__Gastranaerophilaceae	g__	s__	2.3.0	71.96	0.45	1327543	0.39	4199	351		0.91
EHM035242	EHA02342	p__Bacillota	c__Bacilli	d__Bacteria	o__Mycoplasmatales	f__Mycoplasmoidaceae	g__Mycoplasma_L	s__	2.3.0	91.94	0.01	880625	0.27	66293	40		0.906
EHM035243	EHA02342	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	92.4	0.02	3702161	0.43	76558	80		0.893
EHM035244	EHA02342	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	95.23	0.13	4693199	0.46	57949	142		0.896
EHM035245	EHA02342	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	60.62	0.37	2361924	0.46	14367	223		0.891
EHM035246	EHA02342	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	53.94	8.84	3293721	0.45	3134	1098		0.925
EHM035247	EHA02342	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	82.11	0.71	1824626	0.46	12252	210		0.88
EHM035248	EHA02342	p__Verrucomicrobiota	c__Verrucomicrobiae	d__Bacteria	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__	2.3.0	100	0.14	2239557	0.45	32138	109		0.926
EHM035249	EHA02342	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Clostridiales	f__Clostridiaceae	g__Sarcina	s__	2.3.0	91.17	6.12	2928974	0.29	4743	740		0.854
EHM035250	EHA02342	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__	s__	2.3.0	79.48	3.3	1184065	0.33	4693	301		0.905
EHM035251	EHA02342	p__Verrucomicrobiota	c__Lentisphaeria	d__Bacteria	o__Victivallales	f__	g__	s__	2.3.0	93.63	0.52	2660534	0.45	30400	146		0.891
EHM035252	EHA02342	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__Rickettsiales	f__UBA1997	g__CALXSC01	s__	2.3.0	96.34	0.01	1500821	0.28	13874	145		0.859
EHM035253	EHA02342	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__CHK158-818	g__Gallibacteroides	s__	2.3.0	99.99	0.94	4211397	0.43	161294	51		0.886
EHM035254	EHA02344	p__Bacillota_C	c__Negativicutes	d__Bacteria	o__Selenomonadales	f__Massilibacillaceae	g__	s__	2.3.0	99.53	0.34	3806982	0.43	82925	92		0.871
EHM035255	EHA02344	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Butyricicoccaceae	g__	s__	2.3.0	55.89	1.16	703171	0.33	3248	230		0.93
EHM035256	EHA02344	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__SZUA-378	s__	2.3.0	95.3	0.82	3809384	0.45	30383	191		0.882
EHM035257	EHA02344	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__UBA3830	f__UBA3830	g__	s__	2.3.0	75.17	0.76	1028132	0.36	6335	198		0.889
EHM035258	EHA02344	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__	s__	2.3.0	86.31	2.6	3049880	0.42	9983	395		0.883
EHM035259	EHA02344	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	61.75	1.85	1318722	0.45	3336	425		0.885
EHM035260	EHA02344	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__UBA866	s__	2.3.0	98.14	0.09	1689014	0.3	221434	76		0.864
EHM035261	EHA02344	p__Pseudomonadota	c__Gammaproteobacteria	d__Bacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Hafnia	s__Hafnia paralvei	2.3.0	100	0.09	4757837	0.48	224320	42		0.858
EHM035262	EHA02344	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RF32	f__CAG-239	g__	s__	2.3.0	97.29	2.05	1508010	0.4	9543	217		0.898
EHM035263	EHA02344	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides_B	s__	2.3.0	87.98	0.02	3468544	0.4	36504	139		0.882
EHM035264	EHA02344	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	85.4	0.01	4123044	0.44	68488	97		0.912
EHM035265	EHA02344	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	75.85	1.24	1559836	0.52	3905	462		0.888
EHM035266	EHA02344	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__Rickettsiales	f__UBA1997	g__CAKVBE01	s__	2.3.0	87.7	1.18	1137973	0.24	14462	110		0.858
EHM035267	EHA02344	p__Bacillota	c__Bacilli	d__Bacteria	o__RF39	f__UBA660	g__UBA5026	s__	2.3.0	75.37	0.21	1119930	0.26	30308	54		0.89
EHM035268	EHA02344	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__	s__	2.3.0	100	0.06	3840721	0.52	15399	379		0.896
EHM035269	EHA02344	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	89.08	0.59	3582175	0.43	55694	100		0.895
EHM035270	EHA02344	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RUG11792	f__	g__	s__	2.3.0	98.29	0.01	1067655	0.36	72195	46		0.819
EHM035271	EHA02344	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	62.38	2.62	3236144	0.46	13538	300		0.31
EHM035272	EHA02344	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__	s__	2.3.0	50.74	0.34	1653824	0.56	2583	645		0.913
EHM035273	EHA02344	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Phocea	s__	2.3.0	65.68	1.44	2037359	0.43	3348	674		0.924
EHM035274	EHA02344	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	83.87	0.11	2385147	0.38	67343	48		0.829
EHM035275	EHA02344	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	83.34	0.81	3429264	0.49	15495	309		0.894
EHM035276	EHA02344	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__UBA866	s__	2.3.0	89.52	0	2983771	0.36	64540	133		0.909
EHM035277	EHA02344	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__SZUA-378	s__	2.3.0	97.83	2.11	5293259	0.41	59601	206		0.856
EHM035278	EHA02344	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__P3	g__	s__	2.3.0	55.64	0.31	1607373	0.38	3185	537		0.876
EHM035279	EHA02344	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Mobilisporobacter	s__	2.3.0	96.76	0.1	4239006	0.37	76190	94		0.924
EHM035280	EHA02344	nan	nan	Unclassified Archaea	nan	nan	nan	nan	2.3.0	60.79	8.56	4463903	0.37	4719	1022		0.883
EHM035281	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	99.23	0.66	2143683	0.45	59479	57		0.871
EHM035282	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	96.53	2.78	4593223	0.46	57234	140		0.899
EHM035283	EHA02336	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Angelakisella	s__	2.3.0	65.43	1.74	2004326	0.54	3388	627		0.87
